Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Category,Variant Barcode
655,656,Crystal Pink Ribbon Leather Cord Bracelet,<p>This crystal pink ribbon bracelet features a crystal pink ribbon charm on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 1/2 inch by 1/4 inch. </p>,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bra",0.045359237,RE-BC-139-1,,crystal-pink-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,Pink Ribbon,8945091222134
656,657,Jumping Cheerleader Leather Cord Bracelet,<p>This trendy black cord leather bracelet features a silver charm in the shape of a jumping cheerleader with pom poms. Makes the perfect gift for your favorite cheerleader. The bracelet is 8 inches and the sterling silver plated charm is 7/8 inch tall by 5/8 inch wide. </p>,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, Cheerleading, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Sports - Retail, walmart, Wholesale Merchandise Shop: G",0.045359237,RE-BC-14-SPCH,,jumping-cheerleader-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,Sports,8945091224138
657,658,Black Lives Matter Charm Black Cord Bracelet,<p>This bracelet,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Silicone, Bracelets, clearance_No, color_Black, GiftOption_Yes, product-type_Bracelets, walmart",0.136077711,RE-BC-147-BLM,,black-lives-matter-charm-black-cord-bracelet,2.25,,2.25,500,12.99,Title,Default Title,,,,,Black Lives Matter,8945091238739
658,659,Math Science History Charm on Black Cord Bracelet,"<p>This trendy black cord leather bracelet features a silver charm in the shape of three books with the words ""Math Science History"" on it. The bracelet is 8 inches long and the charm is 3/8 inch tall by 3/4 inch wide. Great teacher appreciation gift </p>",Wholesale Merchandise Shop,vendor-unknown,"Wireless,Rechargeable,Hair Remover,bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop",0.045359237,RE-BC-15-TS,,black-cord-math-science-history-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,,8945091220444
659,660,Dog Mom Charm Black Cord Bracelet,"<p>Our minimal, black leather cord bracelet features a silver ""Dog Mom"" circle charm. This bracelet is perfect for showing support and raising awareness for animal causes. The bracelet is 8 inches and the sterling silver plated charm is approximately",Wholesale Merchandise Shop,vendor-unknown,"Bicycle,Animal - Retail, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bracel",0.045359237,RE-BC-17-P,,dog-mom-charm-black-cord-bracelet,2.25,,2.25,999,12.99,Title,Default Title,,,,,Animal,8945091239453
660,661,Special Teacher Charm on Black Cord Bracelet,"<p>This trendy black cord leather bracelet features a silver charm in the shape of an apple with the words ""Special Teacher"" on it. The bracelet is 8 inches long and the charm is 3/4 inch tall by 3/4 inch wide. Great teacher appreciation gift </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop",0.045359237,RE-BC-17-TS,,black-cord-special-teacher-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,Teacher/School,8945091220505
661,662,Teacher Charm Charm on Black Cord Bracelet,"<p>This trendy black cord leather bracelet features a silver rectangle shaped charm spelling out the word ""Teacher"". The bracelet is 8 inches long and the charm is 1/8 inch tall by 5/8 inch wide. Great teacher appreciation gift </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop",0.045359237,RE-BC-18-TS,,black-cord-teacher-charm-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,Teacher/School,8945091220376
662,663,Wait For Me At The Rainbow Bridge Black Cord Bracelet,"<p>Our minimal, black leather cord bracelet features a ""Wait for Me at the Rainbow Bridge"" heart-shaped charm. This sweet message includes a small paw print detail at the bottom of the charm. This bracelet is perfect for showing support and raising awareness for animal causes. The bracelet is 8 inches and the sterling silver plated charm is 1-inch by 1-inch.</p>",Wholesale Merchandise Shop,vendor-unknown,"Rechargeable,Animal - Retail, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bracel",0.045359237,RE-BC-22-P,,wait-for-me-at-the-rainbow-bridge-black-cord-bracelet-1-retail,2.25,,2.25,19,12.99,Title,Default Title,,,,,Animal,8945091227184
663,664,Cerebral Palsy Green Ribbon Leather Cord Bracelet,"<p>This Cerebral Palsy awareness charm bracelet features a green ribbon charm with the words ""Cerebral Palsy"" on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch tall. </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, Cerebral Palsy, clearance_No, color_Green, GiftOption_Yes, Green Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise",0.045359237,RE-BC-29-13CP,,cerebral-palsy-green-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,Default Title,,,,,Green Ribbon,849228092684
664,665,Multiple Sclerosis Orange Ribbon Leather Bracelet,"<p>This Multiple Sclerosis awareness bracelet features an orange ribbon charm with the words ""Multiple Sclerosis"" on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch tall. </p>",Wholesale Merchandise Shop,vendor-unknown,"Rechargeable,bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Orange, GiftOption_Yes, Multiple Sclerosis, Orange Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Mercha",0.045359237,RE-BC-29-5MS,,multiple-sclerosis-orange-ribbon-leather-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,Default Title,,,,,Orange Ribbon,849228092707
665,666,AIDS Awareness Ribbon Leather Cord Bracelet,"<p>This AIDS awareness charm bracelet features a red ribbon charm that says ""AIDS"" on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch. </p>",Wholesale Merchandise Shop,vendor-unknown,"AIDS/HIV, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Red, GiftOption_Yes, product-type_Bracelets, Red Ribbon - Retail, walmart, Wholesale Merchandise Shop: Brac",0.022679619,RE-BC-29-6AI,,aids-awareness-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,Red Ribbon,8945091224411
666,667,Small Autism Puzzle Piece Leather Cord Bracelets,<p>This autism awareness charm bracelet features a silver puzzle piece charm on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 1/2 inch by 1/2 inch.  </p>,Wholesale Merchandise Shop,vendor-unknown,"Waterproof,Battery Operated,Autism - Wholesale, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Puzzle Piece, Wholesale Merchandise Shop, Wholesa",0.008981129,RE-BC-43-2,,small-autism-puzzle-piece-leather-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Autism Ribbon,849228062236
667,668,Together Pink Ribbon Leather Cord Bracelet,"<p>This pink ribbon bracelet features a silver heart charm with the words ""We're In This Together"" and a pink ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 7/8 inch by 7/8 inch. </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bra,Bo��te Musique",0.045359237,RE-BC-82-1,,together-pink-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,Pink Ribbon,8945091221632
668,669,I Love You To The Moon And Back Black Cord Bracelet,"<p>This black leather cord charm bracelet features a silver heart charm that says ""I Love You To The Moon And Back"" with a moon and stars on it on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 1 inch by 1 inch. </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Silver Ribbon - Retail, walmart, Wholesale Merchandise Shop: ,Bo��te Musique",0.045359237,RE-BC-83,,i-love-you-to-the-moon-and-back-black-cord-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,Default Title,,,,,Silver Ribbon,849228071344
669,670,Love Hope Cure Pink Ribbon Leather Cord Bracelet,"<p>This pink ribbon bracelet features a silver heart charm with the words ""Love Hope Cure"" with a pink heart and a pink ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 7/8 inch by 7/8 inch. </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bra,Bo��te Musique",0.045359237,RE-BC-86-1,,love-hope-cure-pink-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,Pink Ribbon,8945091221755
670,671,Love Hope Cure Purple Ribbon Leather Cord Bracelet,"<p>Our purple ribbon awareness, leather cord bracelet features a heart-shaped charm with the words ""Love Hope Cure."" The typography beautifully incorporates a purple heart and a purple ribbon. This minimal, black leather cord bracelet is 8 inches, and the sterling silver plated charms are 7/8 inch by 7/8 inch.</p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Purple, Generic, GiftOption_Yes, product-type_Bracelets, Purple Ribbon - Retail, walmart, Wholesale Merchandise Shop: ,Bo��te Musique",0.045359237,RE-BC-86-4,,love-hope-cure-purple-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,Default Title,,,,,Purple Ribbon,8945091227009
671,672,Autism Puzzle Piece Heart Leather Cord Bracelets,<p>This autism awareness charm bracelet has,Wholesale Merchandise Shop,vendor-unknown,"Autism - Wholesale, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Multicolored, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholes,Bo��te Musique",0.008981129,RE-BC-94-2,,autism-colored-puzzle-piece-heart-leather-cord-bracelets-1,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Autism Ribbon,814361013216
672,673,Never Give Up Pink Ribbon Leather Cord Bracelet,"<p>This pink ribbon bracelet features a silver heart charm with the words ""Never Give Up"" and a pink ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 1 inch by 1 inch. </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bra,Bo��te Musique",0.045359237,RE-BC-97-1NGU,,never-give-up-pink-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,Default Title,,,,,Pink Ribbon,8945091221656
673,674,Parrot Charm Charm on Black Cord Bracelet,<p>This fun bracelet has a silver parrot shaped charm on a black leather cord bracelet. The bracelet is 8 inches and the sterling silver plated charm is 1 inch by 1/2 inch. </p>,Wholesale Merchandise Shop,vendor-unknown,"Animal - Retail, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bracel,Bo��te Musique",0.045359237,RE-BC-BC-01,,black-cord-parrot-charm-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,Default Title,,,,,,849228057638
