Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Category,Variant Barcode
2972,3001,Circle Pansexual Pride Stickers,"<p>These round pansexual pride stickers are a 1 1/2 inch diameter circle that has stripes with the pink, yellow and blue pansexual pride colors. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_Pink-Yellow-Blue, GiftOption_No, Pansexual, product-type_Stickers, Rainbow - Wholesale, shape_Circle, Stickers, walmart, Wholesale Merchandise Shop, Wholesale Merchandise",0.113398093,ST-01P-RB,,circle-pansexual-pride-stickers,6,,6,499,12.99,Package Quantity,1 Roll,,,,,Gay Pride,810003042736
2973,3002,Pansexual Heart Stickers,"<p>These pansexual heart stickers are a 1 1/2 inch by 1 1/2 inch heart shaped stickers striped with the pink, yellow and blue pansexual pride colors. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_Pink-Yellow-Blue, GiftOption_No, Pansexual, product-type_Stickers, Rainbow - Wholesale, shape_Heart, Stickers, walmart, Wholesale Merchandise Shop, Wholesale Merchandise S",0.113398093,ST-01P-RB2,,pansexual-heart-stickers,6,,6,500,12.99,Package Quantity,1 Roll,,,,,Gay Pride,810003042743
2974,3003,No Bullying Anti-Bullying Stickers,"<p>These anti-bullying stickers are 1 1/2 inches round and have the word ""Bullying"" and other associated words (teasing, rumors, threats, etc.) in a circle with a line through it to signify that bullying is not allowed. Each roll has 500 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,"Bullying - Retail, clearance_No, color_Red, Generic, GiftOption_No, product-type_Stickers, shape_Circle, Stickers, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Anti-Bullyi",0.113398093,ST-01R-BU,,bullying-anti-bullying-stickers,6,,6,500,12.99,Package Quantity,1 Roll,,,,,Anti Bullying,849228017489
2975,3004,250 Circle Transgender Pride Stickers (250 Stickers),"<p>These round transgender pride stickers are a 1 1/2 inch diameter circle that has stripes with the pink, white and blue ""trans pride"" colors. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_Pink-White-Blue, GiftOption_No, product-type_Stickers, Rainbow - Wholesale, shape_Circle, Stickers, Transgender, walmart, Wholesale Merchandise Shop, Wholesale Merchandise",0.113398093,ST-01T-RB,,circle-transgender-pride-stickers,5.5,,5.5,153,12.99,Title,Default Title,,,,,Gay Pride,849228098761
2976,3005,250 Transgender Heart Stickers (250 Stickers),"<p>These transgender heart stickers are a 1 1/2 inch by 1 1/2 inch heart shaped stickers striped with the pink, white and blue ""trans pride"" colors. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_Pink-White-Blue, GiftOption_No, product-type_Stickers, Rainbow - Wholesale, shape_Heart, Stickers, Transgender, walmart, Wholesale Merchandise Shop, Wholesale Merchandise",0.113398093,ST-01T-RB2,,transgender-heart-stickers,5.5,,5.5,-3,12.99,Title,Default Title,,,,,Gay Pride,849228098778
2977,3006,Large Pink Ribbon Shaped Stickers,<p>These large pink ribbon stickers for breast cancer awareness are 3 inches tall by 1 1/2 inches wide. They are great to put on letters or posters. Each roll has 250 stickers.</p>,Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_Pink, Generic, GiftOption_No, Pink Ribbon - Wholesale, product-type_Stickers, shape_Ribbon, Stickers, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Fund",0.113398093,ST-02-1,,large-pink-ribbon-shaped-stickers,6.5,,6.5,500,12.99,Package Quantity,1 Roll,,,,,Pink Ribbon,814361018617
2978,3007,Large Blue & Yellow Ribbon Stickers,<p>These large blue and yellow ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters and envelopes.</p>,Wholesale Merchandise Shop,vendor-unknown,"Blue & Yellow Ribbon - Wholesale, color_Blue-Yellow, Generic, GiftOption_No, product-type_Stickers, Stickers, Wholesale Merchandise Shop, clearance_No, shape_Ribbon, walmart, Wholesale Mercha",0.113398093,ST-02-10,,large-blue-yellow-ribbon-stickers,6,,6,500,12.99,Package Quantity,1 Roll,,,,,Yellow & Blue Ribbon,849228006667
2978,3008,,,,,,,ST-02-10,,,6,,6,500,,Package Quantity,1 Roll_2,,,,,,849228006667
2979,3009,Large Gold Ribbon Stickers,<p>These gold ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters and envelopes. Each roll has 250 stickers.</p>,Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, color_Gold, Gold Ribbon - Wholesale, shape_Ribbon, walmart, Wholesale Merchandise Shop: By D",0.113398093,ST-02-11,,large-gold-ribbon-stickers,6,,6,500,12.99,Package Quantity,1 Roll,,,,,Gold Ribbon,849228004656
2979,3010,,,,,,,ST-02-11,,,6,,6,500,,Package Quantity,1 Roll_2,,,,,,849228004656
2980,3011,Large Light Blue Ribbon Stickers,"<p>These light blue ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, Wholesale Merchandise S, shape_Ribbon, color_Light Blue, walmart, Light Blue Ribbon - Retail",0.113398093,ST-02-12,,large-light-blue-ribbon-stickers,6.5,,6.5,500,12.99,Package Quantity,1 Roll,,,,,Light Blue Ribbon,849228004663
2980,3012,,,,,,,ST-02-12,,,6.5,,6.5,500,,Package Quantity,1 Roll_2,,,,,,849228004663
2981,3013,Large Green Ribbon Stickers,"<p>These green ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, color_Green, shape_Ribbon, Green Ribbon - Wholesale, walmart, Wholesale Merchandise Shop: By",0.113398093,ST-02-13,,large-green-ribbon-stickers,6.5,,6.5,499,12.99,Package Quantity,1 Roll,,,,,Green Ribbon,849228004670
2981,3014,,,,,,,ST-02-13,,,6.5,,6.5,499,,Package Quantity,1 Roll_2,,,,,,849228004670
2982,3015,Large Yellow Ribbon Stickers,"<p>These large yellow ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, Wh, shape_Ribbon, walmart, color_Yellow, Wholesale Merchandise Shop: Fundraising Supplies-27",0.113398093,ST-02-14,,large-yellow-ribbon-stickers,6.5,,6.5,499,12.99,Package Quantity,1 Roll,,,,,Yellow Ribbon,849228004687
2982,3016,,,,,,,ST-02-14,,,6.5,,6.5,499,,Package Quantity,1 Roll_2,,,,,,849228004687
2984,3018,Large White Ribbon Stickers,"<p>These white ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_White, Generic, GiftOption_No, product-type_Stickers, shape_Ribbon, Stickers, walmart, White Ribbon - Wholesale, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Bo",0.113398093,ST-02-15,,large-white-ribbon-stickers,6.5,,6.5,497,12.99,Package Quantity,1 Roll,,,,,,849228004694
2986,3020,Large Pink & Blue Ribbon Stickers,<p>These large pink and blue ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great to put on your letters or envelopes. Each roll has 250 stickers.</p>,Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_White, Generic, GiftOption_No, Pink & Blue Ribbon - Wholesale, product-type_Stickers, shape_Ribbon, Stickers, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Sh",0.113398093,ST-02-16,,pink-blue-ribbon-stickers,5.75,,5.75,499,12.99,Package Quantity,1 Roll,,,,,Pink & Blue Ribbon,849228017502
2987,3021,Large Black Ribbon Stickers,"<p>These black ribbon stickers are 3 inches tall by 1 1/2 inches wide. Great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,Black Ribbon - Wholesale, color_Black, clearance_No, shape_Ribbon, Wholesale , walmart, Wholesale Merchandise Shop: By Disease/Cause-4",0.113398093,ST-02-17,,large-black-ribbon-stickers,6.5,,6.5,500,12.99,Package Quantity,1 Roll,,,,,Black Ribbon,849228004700
2987,3022,,,,,,,ST-02-17,,,6.5,,6.5,500,,Package Quantity,1 Roll_2,,,,,,849228004700
2989,3024,Large Burgundy Ribbon Stickers,<p>These large Burgundy ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great to put on your letters or envelopes.</p>,Wholesale Merchandise Shop,vendor-unknown,"Burgundy Ribbon - Retail, Burgundy Ribbon - Wholesale, clearance_No, color_Burgundy, Generic, GiftOption_No, product-type_Stickers, shape_Ribbon, Stickers, walmart, Wholesale Merchandise Shop",0.113398093,ST-02-18,,large-burgundy-ribbon-stickers,6.55,,6.55,-2,12.99,Package Quantity,1 Roll,,,,,Burgundy Ribbon,849228004717
2990,3025,Large Lavender Ribbon Stickers,"<p>These lavender ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," GiftOption_No, Overstocks, Overstocks: Fundraising Supplies,clearance_Yes, color_White, product-type_Stickers, Wholesale Merchandise Shop, Wholesale Merchandise Shop: , shape_Ribbon, walmart",0.113398093,ST-02-19,,large-lavender-ribbon-stickers,6.55,,6.55,500,12.99,Package Quantity,1 Roll,,,,,Lavender Ribbon,849228004724
2990,3026,,,,,,,ST-02-19,,,6.55,,6.55,500,,Package Quantity,1 Roll_2,,,,,,849228004724
2991,3027,Large Autism Awareness Ribbon Stickers,"<p>These large autism ribbon shaped stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes or posters. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, color_White, product-type_Stickers, Stickers,Autism - Wholesale, clearance_No, Light It Up Blue for World Autism Awareness Day, Wholesale Merch, shape_Ribbon, walmart",0.113398093,ST-02-2,,large-autism-awareness-ribbon-stickers,6.55,,6.55,486,12.99,Package Quantity,1 Roll,,,,,Autism Ribbon,849228004731
2991,3028,,,,,,,ST-02-2,,,6.55,,6.55,486,,Package Quantity,1 Roll_2,,,,,,849228004731
2992,3029,Large Peach Ribbon Stickers,"<p>These peach ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, color_White, product-type_Stickers, Stickers,clearance_No, Peach Ribbon - Wholesale, shape_Ribbon, walmart, Wholesale Me",0.113398093,ST-02-20,,large-peach-ribbon-stickers,6.55,,6.55,500,12.99,Package Quantity,1 Roll,,,,,Peach Ribbon,849228004748
2992,3030,,,,,,,ST-02-20,,,6.55,,6.55,500,,Package Quantity,1 Roll_2,,,,,,849228004748
2993,3031,Large Periwinkle Ribbon Stickers,"<p>These periwinkle ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, Wholesale Merchandis, color_Periwinkle, shape_Ribbon, walmart, Periwinkle Ribbon - Wholesale",0.113398093,ST-02-21,,large-periwinkle-ribbon-stickers,6.55,,6.55,500,12.99,Package Quantity,1 Roll,,,,,Periwinkle Ribbon,849228005448
2993,3032,,,,,,,ST-02-21,,,6.55,,6.55,500,,Package Quantity,1 Roll_2,,,,,,849228005448
2994,3033,Large Red & White Ribbon Stickers,"<p>These red and white ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No,clearance_Yes, product-type_Stickers, Stickers, Wholesale Merchandise Shop, shape_Ribbon, walmart, color_Red-White, Wholesale Merchandi, Red & White Ribbon - Wholesale",0.113398093,ST-02-22,,large-red-white-ribbon-stickers,6.55,,6.55,500,12.99,Package Quantity,1 Roll,,,,,Red & White Ribbon,849228005455
2994,3034,,,,,,,ST-02-22,,,6.55,,6.55,500,,Package Quantity,1 Roll_2,,,,,,849228005455
2996,3036,250 Large Teal & White Ribbon Stickers (250 Stickers),"<p>These teal and white ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,"clearance_Yes, color_Teal-White, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Stickers, shape_Ribbon, Stickers, Teal & White Ribbon - Wholesale, walmart,, Teal & White Ribbon - Wholesale",0.113398093,ST-02-23,,250-large-teal-white-ribbon-stickers-250-stickers,6.55,,6.55,10,12.99,Title,Default Title,,,,,Teal & White Ribbon,849228005462
2997,3037,Large Pink & Teal Ribbon Stickers,"<p>These pink and teal ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, Wholesal,clearance_Yes, color_White, product-type_Stickers, Stickers, Pink & Teal Ribbon - Retail, shape_Ribbon, walmart",0.113398093,ST-02-24,,large-pink-teal-ribbon-stickers,6.55,,6.55,500,12.99,Package Quantity,1 Roll,,,,,Pink & Teal Ribbon,849228005479
2997,3038,,,,,,,ST-02-24,,,6.55,,6.55,500,,Package Quantity,1 Roll_2,,,,,,849228005479
2998,3039,Large Brown Ribbon Stickers,"<p>These brown ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," clearance_Yes, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Stickers, Stickers, color_Brown, shape_Ribbon, walmart, Wholesale M,Brown Ribbon - Wholesale",0.113398093,ST-02-26,,large-brown-ribbon-stickers,5.5,,5.5,500,12.99,Package Quantity,1 Roll,,,,,Brown Ribbon,849228005493
2998,3040,,,,,,,ST-02-26,,,5.5,,5.5,500,,Package Quantity,1 Roll_2,,,,,,849228005493
3000,3042,Large Red & Yellow Awareness Ribbon Stickers,<p>Use these red and yellow awareness ribbon stickers to show support for healthcare professionals and communities. The red and yellow awareness ribbon represents causes like the coronavirus and hepatitis C.,,vendor-unknown,"clearance_No, Generic, GiftOption_No, product-type_Stickers, Red & Yellow Ribbon -By Disease, shape_Ribbon, Stickers, walmart, Wholesale Merchandise Shop: Red & Yellow Ribbon, Wholesale Merch, Wholesale Merchandise Shop: Red & Yellow Ribbon",0.113398093,ST-02-28,,large-red-yellow-awareness-ribbon-stickers,6.52,,6.52,500,12.99,Package Quantity,1 Roll,,,,,Red & Yellow Ribbon,849228016499
3001,3043,Large Blue & Purple Ribbon Stickers,"<p>These blue and purple ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," clearance_Yes, Generic, GiftOption_No, product-type_Stickers, Stickers, Wholesale Merchandise Shop, Wholesale Merch, shape_Ribbon, walmart,Blue & Purple Ribbon - Wholesale, color_Blue-Purple",0.113398093,ST-02-29,,large-blue-purple-ribbon-stickers,6.5,,6.5,0,12.99,Package Quantity,1 Roll,,,,,Blue & Purple Ribbon,849228077162
3001,3044,,,,,,,ST-02-29,,,6.5,,6.5,0,,Package Quantity,1 Roll_2,,,,,,849228077162
3002,3045,Large Teal Ribbon Stickers,"<p>These teal ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, color_Teal, shape_Ribbon, Teal Ribbon - Wholesale, walmart, Wholesale Merchandise Shop: By D",0.113398093,ST-02-3,,large-teal-ribbon-stickers,5.75,,5.75,497,12.99,Package Quantity,1 Roll,,,,,Teal Ribbon,849228004755
3002,3046,,,,,,,ST-02-3,,,5.75,,5.75,497,,Package Quantity,1 Roll_2,,,,,,849228004755
3003,3047,Large Teal & Purple Ribbon Stickers,"<p>These teal and purple ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, shape_Ribbon, walmart, color_Teal-Purple, Teal & Purple Ribbon - Wholesale, Wholesale Mercha",0.113398093,ST-02-32,,large-teal-purple-ribbon-stickers,5.75,,5.75,499,12.99,Package Quantity,1 Roll,,,,,Teal & Purple Ribbon,849228077179
3003,3048,,,,,,,ST-02-32,,,5.75,,5.75,499,,Package Quantity,1 Roll_2,,,,,,849228077179
3004,3049,Large Purple Ribbon Stickers,"<p>These purple ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, color_Purple, shape_Ribbon, walmart, Purple Ribbon - Retail, Wholesale Merchandise Shop: Alz, Wholesale Merchandise Shop: Alz",0.113398093,ST-02-4,,large-purple-ribbon-stickers,6.5,,6.5,500,12.99,Package Quantity,1 Roll,,,,,Purple Ribbon,849228004762
3004,3050,,,,,,,ST-02-4,,,6.5,,6.5,500,,Package Quantity,1 Roll_2,,,,,,849228004762
3005,3051,Large Orange Ribbon Stickers,"<p>These orange ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters, posters or envelopes. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, shape_Ribbon, walmart, Orange Ribbon - Retail, color_Orange, Wholesale Merchandise Shop: By",0.113398093,ST-02-5,,large-orange-ribbon-stickers,6,,6,497,12.99,Package Quantity,1 Roll,,,,,Orange Ribbon,849228004779
3005,3052,,,,,,,ST-02-5,,,6,,6,497,,Package Quantity,1 Roll_2,,,,,,849228004779
3006,3053,Large Red Ribbon Stickers,"<p>These red ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for scrap booking or putting on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, color_Red, Red Ribbon - Wholesale, shape_Ribbon, walmart, Wholesale Merchandise Shop: By Dis, Wholesale Merchandise Shop: By Dis",0.113398093,ST-02-6,,large-red-ribbon-stickers,6.5,,6.5,500,12.99,Package Quantity,1 Roll,,,,,Red Ribbon,849228004786
3006,3054,,,,,,,ST-02-6,,,6.5,,6.5,500,,Package Quantity,1 Roll_2,,,,,,849228004786
3008,3055,250 Red Ribbon Say No to Drugs Stickers Red Ribbon Week Stickers (250 Stickers),"<p>These Say No To Drugs Red Ribbon Stickers are great for schools to use during red ribbon week. Each sticker is 3 inches tall by 1 1/2 inches wide. Great for putting on shirts, letters, envelopes, cards, gift bags or anywhere you want to spread the message of Drug Abuse Resistance Education. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_Red, Generic, GiftOption_No, product-type_Stickers, Red Ribbon  - Wholesale, shape_Ribbon, walmart, Wholesale Merchandise Shop: By Disease/Cause-14, Wholesale Merchandise, Red Ribbon  - Wholesale",0.113398093,ST-02-6DR,,250-red-ribbon-say-no-to-drugs-stickers-red-ribbon-week-stickers-250-stickers,6.5,,6.5,50,12.99,Title,Default Title,,,,,Red Ribbon,849228023749
3009,3057,Large Gray Ribbon Stickers,"<p>These gray ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for your next awareness event. You can put the gray ribbon stickers on letters, envelopes, cards, gift bags and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, shape_Ribbon, walmart, Gray Ribbon - Retail, color_Gray, Wholesale Merchandise Shop: By Dise, Wholesale Merchandise Shop: By Dise",0.113398093,ST-02-7,,large-gray-ribbon-stickers,6,,6,500,12.99,Package Quantity,1 Roll,,,,,Gray Ribbon,849228004793
3009,3058,,,,,,,ST-02-7,,,6,,6,500,,Package Quantity,1 Roll_2,,,,,,849228004793
3010,3059,Large Dark Blue Ribbon Stickers,"<p>These dark blue ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on gift bags, letters, envelopes and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, color_White, product-type_Stickers, Stickers, Wholesale Merchandise Sho,clearance_No, Wholesale Merchandise Shop, shape_Ribbon, walmart, Dark Blue Ribbon  - Wholesale",0.113398093,ST-02-8,,large-dk-blue-ribbon-stickers-250-stickers,6,,6,496,12.99,Package Quantity,1 Roll,,,,,Dark Blue Ribbon,849228004809
3010,3060,,,,,,,ST-02-8,,,6,,6,496,,Package Quantity,1 Roll_2,,,,,,849228004809
3012,3062,Large Lime Green Ribbon Stickers,<p>These lime green ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters or envelopes. Each roll has 250 stickers.</p>,Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_Lime Green, Generic, GiftOption_No, Lime Green Ribbon - Wholesale, product-type_Stickers, shape_Ribbon, Stickers, walmart, Wholesale Merchandise Shop, Wholesale Merchandis",0.113398093,ST-02-9,,large-lime-green-ribbon-stickers,6,,6,500,12.99,Package Quantity,1 Roll,,,,,Lime Green Ribbon,849228004816
3014,3064,Large Non-Hodgkin's Lymphoma Ribbon Stickers,<p>These Large Non-Hodgkin's Lymphoma Ribbon Stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on letters or envelopes. Each roll has 250 stickers.</p>,Non-Hodgkin's Lymphoma Awareness Ribbon,vendor-unknown,"clearance_No, color_Lime Green, GiftOption_No, Lime Green Ribbon - Wholesale, Non-Hodgkin's Lymphoma, Non-Hodgkin's Lymphoma Awareness Ribbon, product-type_Stickers, shape_Ribbon, Stickers, w",0.113398093,ST-02-9-NL,,large-non-hodgkins-lymphoma-ribbon-stickers,6,,6,500,12.99,Package Quantity,1 Roll,,,,,Lime Green Ribbon,849228060546
3015,3065,Law Enforcement Rectangle Blue Line Stickers,"<p>These Law Enforcement Blue Line Stickers are 2 inch by 1 1/2 inch rectangular black stickers with a blue line through the middle. Put these stickers on your letters, envelopes, posters and more to share your support for police and other law enforcement officers. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, First Responders - Wholesale, shape_Rectangle, color_Red-Black, walmart, Wholesale Merchandi",0.113398093,ST-02-FRB,,law-enforcement-rectangle-blue-line-stickers,6,,6,494,12.99,Package Quantity,1 Roll,,,,,,849228092240
3015,3066,,,,,,,ST-02-FRB,,,6,,6,494,,Package Quantity,1 Roll_2,,,,,,849228092240
3016,3067,Firefighter Rectangle Red Line Stickers,"<p>These Firefighter Red Line Stickers are 2 inch by 1 1/2 inch rectangular black stickers with a red line through the middle. Put these stickers on your letters, envelopes, posters and more to share your support for firemen and women and other emergency/rescue personnel. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown,",, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies,clearance_Yes, product-type_Stickers, Stickers, First Responders - Wholesale, shape_Rectangle, color_Red-Black, walmart",0.113398093,ST-02-FRR,,firefighter-rectangle-red-line-stickers,6,,6,500,12.99,Package Quantity,1 Roll,,,,,First Responders,849228092257
3016,3068,,,,,,,ST-02-FRR,,,6,,6,500,,Package Quantity,1 Roll_2,,,,,,849228092257
3017,3069,Large Rainbow Ribbon Stickers (250 Stickers),"<p>These rainbow ribbon stickers are 3 inches tall by 1 1/2 inches wide and are great for putting on shirts, laptops, letters, envelopes and more. Each roll has 250 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," Generic, GiftOption_No, product-type_Stickers, Stickers,clearance_No, Wholesale Merchandise Shop, color_Rainbow, Rainbow - Wholesale, shape_Ribbon, walmart, Wholesale Merchandise Shop: Event",0.113398093,ST-02-RB,,large-rainbow-ribbon-stickers,6.75,,6.75,499,12.99,Package Quantity,1 Roll,,,,,Gay Pride,849228016505
3017,3070,,,,,,,ST-02-RB,,,6.75,,6.75,499,,Package Quantity,1 Roll_2,,,,,,849228016505
3018,3071,Cheerleading Megaphone Stickers,"<p>These 1 1/2 inch round I Love Cheerleading stickers are white stickers with a megaphone and the word ""CHEER"" in big black letters. Put these stickers on your letters, envelopes, posters and more to share your love cheering. Each roll has 500 stickers.</p>",Wholesale Merchandise Shop,vendor-unknown," GiftOption_No, product-type_Stickers, shape_Circle, Stickers, Wholesale Merchandise Sho, Wholesale Merchandise Shop, clearance_No, color_Black-White, walmart, Sports - Wholesale,Cheerleading",0.113398093,ST-02-SPCH,,cheerleading-megaphone-stickers,6.5,,6.5,0,12.99,Package Quantity,1 Roll,,,,,Sports,849228092196
3018,3072,,,,,,,ST-02-SPCH,,,6.5,,6.5,0,,Package Quantity,1 Roll_2,,,,,,849228092196
3020,3074,500 Law Enforcement Blue Line Heart-Shaped Stickers (500 Stickers),<p>These large black heart with blue line stickers will help you show support for Law Enforcement. Place these stickers on your letters or envelopes. Stickers are 1 1/2 inches. Each roll has 500 stickers.</p>,Wholesale Merchandise Shop,vendor-unknown,"clearance_No, color_Black, Generic, GiftOption_No, product-type_Stickers, shape_Heart, Stickers, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-47, Wh",0.113398093,ST-02HRT-FRB,,copy-of-500-large-blue-stripe-heart-shaped-stickers-500-stickers,5.5,,5.5,489,12.99,Package Quantity,1 Roll,,,,,,
3021,3075,Small Breast Cancer Pink Ribbon Shaped Stickers,<p>These small pink ribbon breast cancer stickers are 1 1/2 inches tall by 3/4 inch wide. They are great to put on letters or posters. Each roll has 500 stickers.</p>,Wholesale Merchandise Shop,vendor-unknown," GiftOption_No, product-type_Stickers, Stickers, color_Pink, Pink Ribbon - Wholesale, Wholesale Merchandise Shop, clearance_No, shape_Ribbon,Breast Cancer, walmart",0.113398093,ST-02S-1,,small-breast-cancer-pink-ribbon-shaped-stickers,6,,6,497,12.99,Package Quantity,1 Roll,,,,,Pink Ribbon,810003041937
3021,3076,,,,,,,ST-02S-1,,,6,,6,497,,Package Quantity,1 Roll_2,,,,,,810003041937
