Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value",Category,"Variant Barcode"
590,591,"Large Autism Ribbon Leather Cord Bracelets","<p>This autism awareness charm bracelet features a multicolored autism ribbon charm on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charms are 3/4 inch.  </p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Multicolored, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholes",0.008981128926,RE-BC-01-2,,large-autism-ribbon-leather-cord-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'849228062199
591,592,"Coronavirus Disease (COVID-19) Awareness Charm on Black Cord Bracelet","<p>This black cord coronavirus disease (COVID-19) awareness bracelet features a red and yellow ribbon charm on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches long and the sterling silver plated charm is 3/4 inch tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, Bracelets, clearance_No, color_Red-Yellow, Generic, GiftOption_Yes, product-type_Bracelets, Red & Yellow Ribbon - Retail, walmart, Wholesale Merchandise Shop: Bracelets-",0.0226796185,RE-BC-01-28-CV,,black-cord-coronavirus-disease-covid-19-awareness-bracelet-retail,2.25,,2.25,2,12.99,Title,"Default Title",,,,,"Red & Yellow Ribbon",'8945091235875
592,593,"Light Green Ribbon Charm on Black Cord Bracelet","<p>This black cord light green ribbon bracelet features a light green ribbon charm on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches long and the sterling silver plated charm is 3/4 inch tall. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Light Green, Generic, GiftOption_Yes, Light Green Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchan",0.045359237,RE-BC-01-34,,black-cord-light-green-ribbon-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,"Default Title",,,,,"Light Green Ribbon",'849228074895
593,594,"Large Red Ribbon Leather Cord Bracelet","<p>This red ribbon awareness charm bracelet features a red ribbon charm on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Red, Generic, GiftOption_Yes, product-type_Bracelets, Red Ribbon - Retail, walmart, Wholesale Merchandise Shop: Brace",0.0226796185,RE-BC-01-6,,large-red-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,"Red Ribbon",'8945091224459
594,595,"Large Rainbow Ribbon Black Cord Bracelets","<p>This black cord rainbow ribbon bracelet features a rainbow ribbon charm on trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches long and the sterling silver plated charm is 3/4 inch tall. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Rainbow, Generic, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop, Wholesale ",0.008981128926,RE-BC-01-RB,,black-cord-large-rainbow-ribbon-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,"Gay Pride",'849228083774
595,596,"Black Cord Baseball/Softball Bracelets","<p>This black cord baseball/softball bracelet features round silver and a black charm with the markings of a baseball or softball on trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches long and the sterling silver plated charm is 3/4 inch in diameter. </p>","Wholesale Merchandise Shop",vendor-unknown,"Wireless,Baseball/Softball, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, GiftOption_Yes, product-type_Bracelets, Sports - Wholesale, Wholesale Merchandise Shop, Who",0.008981128926,RE-BC-01-SPBA,,black-cord-baseball-softball-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,Sports,'849228071696
596,597,"I Love Golf Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver charm that says ""I Love Golf"" where the ""O"" in golf is a golf ball. Great gift for your favorite golfer or golf fan. The leather bracelet is 8 inches and the sterling silver plated charm is 5/8 inch tall by 1 inch wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"Wireless,Headphones,Earphones,bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, GiftOption_Yes, Golf, product-type_Bracelets, Sports - Retail, walmart, Wholesale Merchandise Shop: Gift Shop ",0.045359237,RE-BC-01-SPG,,i-love-golf-black-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,Sports,'849228084160
597,598,"Black Cord Soccer Ball Bracelets","<p>This black cord soccer ball bracelet features a round silver and black charm with the markings of a soccer ball on trendy black leather cord bracelets with a lobster clasp. The bracelet is 8 inches long and the sterling silver plated charm is 3/4 inch in diameter. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Soccer, Sports - Wholesale, Wholesale Merchandise Shop, Wholesale Mer",0.008981128926,RE-BC-01-SPS,,black-cord-soccer-ball-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,Sports,'849228071597
598,599,"Autism Touches Us All Heart Leather Cord Bracelets","<p>This autism awareness charm bracelet features a silver heart charm","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Multicolored, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholes",0.008981128926,RE-BC-01AT,,autism-awareness-heart-leather-cord-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'814361010215
599,600,"Black Cord I Love Softball Bracelets","<p>This black cord I Love Softball bracelet features a silver charm that says ""I Love Softball"" with a softball on trendy black leather cord bracelet with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch tall by 1 inch wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"Wireless,Rechargeable,Headphones,bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Softball, Sports - Wholesale, Wholesale Merchandise Shop, Wholesale M",0.01102229459,RE-BC-02-SPBA,,black-cord-i-love-softball-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,Sports,'849228071610
600,601,"Black Cord Law Enforcement Blue Line Charm Bracelets","<p>This black cord law enforcement support blue line charm bracelet features a black rectangle charm with a blue line through the middle on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches long and the sterling silver plated charm is 3/4 inch by 3/8 inch. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black-Blue, First Responders - Wholesale, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop",0.045359237,RE-BC-03-FRB,,black-cord-law-enforcement-blue-line-charm-bracelets,2.25,,2.25,999,12.99,Title,"Default Title",,,,,,'810003040725
601,602,"Firefighters Red Line Charm Charm on Black Cord Bracelet","<p>This black cord firefighters support red line charm bracelet features a black rectangle charm with a red line through the middle on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches long and the sterling silver plated charm is 3/4 inch by 3/8 inch. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_Yes, color_Red-Black, First Responders - Retail, Generic, GiftOption_Yes, product-type_Bracelets, walmart, Wholesale Merchandis",0.045359237,RE-BC-03-FRR,,black-cord-firefighters-red-line-charm-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,"First Responders",'810003040749
602,603,"Christian Fish Cross Symbol Black Cord Bracelet","<p>This sterling silver plated religious bracelet ","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Religious - Wholesale, shape_Square, Wholesale Merchandise Shop, Wholesale Merchan",0.01102229459,RE-BC-03-R,,christian-fish-cross-symbol-black-cord-bracelet,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,,'849228006728
603,604,"Black Cord Love Tennis Bracelets","<p>This black cord Love Tennis bracelet features a round silver charm with the word ""Love"" and a tennis racket and a tennis ball on trendy black leather cord bracelet with a lobster clasp. The bracelet  is 8 inches long and the sterling silver plated charm is 3/4 inch in diameter. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, GiftOption_Yes, product-type_Bracelets, Sports - Wholesale, Tennis, Wholesale Merchandise Shop, Wholesale Merc",0.01102229459,RE-BC-03-SPTN,,black-cord-love-tennis-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,Sports,'849228071658
604,605,"Apple Charm Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features adorable silver charm in the shape of an apple. The bracelet is 8 inches long and the charm is 1/2 inch tall by 3/8 inch wide. Great teacher appreciation gift </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop: ",0.045359237,RE-BC-03-TS,,black-cord-apple-charm-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,,'849228097740
605,606,"Products Large Autism Awareness Puzzle Piece Leather Cord Bracelets","<p>This autism awareness charm bracelet features a sterling silver plated","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Multicolored, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholes",0.008981128926,RE-BC-04-2,,large-autism-awareness-puzzle-piece-leather-cord-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'849228018400
606,607,"Let Your Faith Be Bigger Than Your Fear Black Cord Bracelet","<p>This sterling silver plated religious bracelet has a square shaped charm with the inspiration words ""Let Your Faith Be Bigger Than Your Fear"" on a","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Religious - Wholesale, shape_Square, Wholesale Merchandise Shop, Wholesale Merchan",0.01102229459,RE-BC-04-R,,let-your-faith-be-bigger-than-your-fear-black-cord-bracelet,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,,'849228037586
607,608,"Black Cord I Love Soccer Bracelets","<p>This black cord I Love Soccer bracelet  features a silver charm that says ""I Love Soccer"" with a soccer ball on trendy black leather cord bracelet  with a lobster clasp. The bracelet  is 8 inches long and the sterling silver plated charm is 3/4 inch tall by 3/4 inch wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Soccer, Sports - Wholesale, Wholesale Merchandise Shop, Wholesale Mer",0.01102229459,RE-BC-04-SPS,,black-cord-i-love-soccer-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,Sports,'849228071672
608,609,"ABC Book Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver charm in the shape of a book with ""ABC"" on the front. The bracelet is 8 inches long and the charm is 5/8 inch tall by 1/2 inch wide. Great teacher appreciation gift </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop: ",0.045359237,RE-BC-04-TS,,black-cord-abc-book-bracelet-1-bracelet-retail,2.25,,2.25,5,12.99,Title,"Default Title",,,,,Teacher/School,'849228097764
609,610,"Puffed Heart Pink Ribbon Leather Cord Bracelet","<p>This pink ribbon bracelet features a puffed silver heart pink ribbon charm on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 1/2 inch tall. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bra",0.045359237,RE-BC-05-1,,puffed-heart-pink-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,"Pink Ribbon",'849228053661
610,611,"Blessed, Hope, Faith, and Love Cross Black Cord Bracelet","<p>This sterling silver plated religious bracelet has a","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Religious - Wholesale, shape_Cross, Wholesale Merchandise Shop, Wholesale Merchand",0.01102229459,RE-BC-05-R,,blessed-hope-faith-and-love-cross-black-cord-bracelet,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,Religious,'814361013315
611,612,"School Bus Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver charm in the shape of a school bus with the words ""School Bus"" on it. The bracelet is 8 inches long and the charm is 1/2 inch tall by 3/4 inch wide. Great teacher appreciation gift </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop: ",0.045359237,RE-BC-05-TS,,black-cord-school-bus-bracelet-1-bracelet-retail,2.25,,2.25,499,12.99,Title,"Default Title",,,,,,'849228097788
612,613,"Pink Ribbon Awareness Leather Cord Bracelet","<p>This pink ribbon bracelet features a two-sided pink ribbon charm on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 1/2 inch tall. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bra",0.045359237,RE-BC-06-1,,pink-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,499,12.99,Title,"Default Title",,,,,"Pink Ribbon",'849228053678
613,614,"Autism Ribbon Leather Cord Bracelets","<p>This autism awareness charm bracelets feature two-sided multicolored autism ribbon charms on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is  1/2 inch.  </p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Multicolored, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholes",0.008981128926,RE-BC-06-2,,autism-ribbon-leather-cord-bracelets,2.25,,2.25,500,12.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'849228062229
614,615,"Small Red Ribbon Leather Cord Bracelet","<p>This red ribbon awareness charm bracelet features a two-sided red ribbon charm on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 1/2 inch. </p>","Wholesale Merchandise Shop",vendor-unknown,"Wireless,Rechargeable,bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Red, Generic, GiftOption_Yes, product-type_Bracelets, Red Ribbon - Retail, walmart, Wholesale Merchandise Shop: Brace",0.0226796185,RE-BC-06-6,,small-red-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,"Red Ribbon",'8945091224473
615,616,"Music Note Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver charm in the shape of a music note. Makes the perfect gift for your favorite orchestra or marching band member. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch tall by 1/2 inch wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"Wireless,Rechargeable,bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, Music - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Gift Sh",0.045359237,RE-BC-06-MU,,black-cord-music-note-bracelet-1-bracelet-retail,2.25,,2.25,9,12.99,Title,"Default Title",,,,,Music/Band,'849228072662
616,617,"Small Rainbow Ribbon Charm on Black Cord Bracelet","<p>This black cord rainbow ribbon bracelet features a two-sided rainbow ribbon charm on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches long and the sterling silver plated charm is 1/2 inch tall. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, clearance_No, color_Rainbow, GiftOption_Yes, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bracelets-52, Wholesale Merchandise Shop: ",0.045359237,RE-BC-06-RB,,black-cord-small-rainbow-ribbon-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,"Gay Pride",'849228083798
617,618,"I Love Basketball Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver charm that says ""I Love Basketball"" with a basketball. Makes the perfect gift for your favorite hoops player or sports fan. The leather bracelet is 8 inches and the sterling silver plated charm is 3/4 inch tall by 1 inch wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"Wireless,Rechargeable,Basketball, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, GiftOption_Yes, product-type_Bracelets, Sports - Retail, walmart, Wholesale Merchandise Shop: Gift ",0.045359237,RE-BC-07-SPBK,,black-cord-i-love-basketball-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,Sports,'849228073812
618,619,"Cheering Pom Poms and Megaphone Leather Bracelet","<p>This trendy black cord leather bracelet features a silver charm in the shape of a cheerleading megaphone and pom poms with the word ""CHEER"" in bold black letters. Makes the perfect gift for your favorite cheerleader. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch tall x 7/8 inch wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, Cheerleading, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Sports - Retail, walmart, Wholesale Merchandise Shop: G",0.045359237,RE-BC-08-CH,,cheering-pom-poms-and-megaphone-leather-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,Sports,'849228073959
619,620,"I Love My Teacher Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver heart charm with the words ""I Love My Teacher"" and a red heart. The bracelet is 8 inches long and the charm is 3/4 inch by 3/4 inch. Great teacher appreciation gift </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop: ",0.045359237,RE-BC-08-TS,,black-cord-i-love-my-teacher-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,Teacher/School,'849228097801
620,621,"Cheerleading Megaphone Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver charm in the shape of a cheerleading megaphone with the word ""CHEER"" in bold black letters. Makes the perfect gift for your favorite cheerleader. The bracelet is 8 inches and the sterling silver plated charm is 1/2"" tall x 1"" wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, Cheerleading, clearance_No, color_Black, GiftOption_Yes, product-type_Bracelets, Sports - Retail, walmart, Wholesale Merchandise Shop: Gi",0.045359237,RE-BC-09-CH,,black-cord-cheerleading-megaphone-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,Sports,'849228057676
621,622,"ABC Charm Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver charm with the letters ""ABC"" and a small apple above the letters. The bracelet is 8 inches long and the charm is 5/8 inch tall by 5/8 inch wide. Great teacher appreciation gift </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop: ",0.045359237,RE-BC-09-TS,,black-cord-abc-charm-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,,'849228097825
622,623,"I Love To Cheer Charm on Black Cord Bracelet","<p>This I Love To Cheer bracelet features a silver charm with a megaphone and heart and the words ""To Cheer"" on a trendy black leather cord bracelet with a lobster clasp. Makes the perfect gift for your favorite cheerleader. The bracelet is 8 inches and the sterling silver plated charm is 7/8 inch tall x 7/8 inch wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, Cheerleading, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Sports - Retail, walmart, Wholesale Merchandise Shop: G",0.045359237,RE-BC-10-CH,,black-cord-i-love-to-cheer-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,Sports,'849228074031
623,624,"Box of Crayons Charm on Black Cord Bracelet","<p>This trendy black cord leather bracelet features a silver charm in the shape of a box of crayons with the word ""Crayons"" in the center. The bracelet is 8 inches long and the charm is 1/2 inch tall by 3/8 inch wide. Great teacher appreciation gift. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Black, Generic, GiftOption_Yes, product-type_Bracelets, Teacher/School - Retail, walmart, Wholesale Merchandise Shop: ",0.045359237,RE-BC-10-TS,,black-cord-box-of-crayons-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,Teacher/School,'849228097849
624,625,"Pink Ribbon Crystal Heart Leather Cord Bracelet","<p>This pink crystal ribbon heart bracelet features a pretty silver heart charm with a crystal pink ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 5/8 inch by 5/8 inch. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bra",0.045359237,RE-BC-100-1,,pink-ribbon-crystal-heart-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,"Pink Ribbon",'849228063769
625,626,"Crystal Heart Blue & Yellow Ribbon Cord Bracelet","<p>This blue and yellow ribbon bracelet features a pretty silver heart charm with a blue and yellow crystal ribbon on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 5/8 inch by 5/8 inch. </p>","Wholesale Merchandise Shop",vendor-unknown,"Blue & Yellow Ribbon - Retail, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Blue-Yellow, Generic, GiftOption_Yes, product-type_Bracelets, walmart, Wholesale Merch",0.045359237,RE-BC-100-10,,crystal-heart-blue-yellow-ribbon-cord-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,"Default Title",,,,,"Yellow & Blue Ribbon",'849228077605
626,627,"Crystal Heart Gold Ribbon Charm on Black Cord Bracelet","<p>This gold ribbon bracelet features a pretty silver heart charm with a gold crystal ribbon on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 5/8 inch by 5/8 inch. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Gold, Generic, GiftOption_Yes, Gold Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: All",0.045359237,RE-BC-100-11,,black-cord-crystal-heart-gold-ribbon-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,"Default Title",,,,,"Gold Ribbon",'849228083996
627,628,"Crystal Heart Red Ribbon Leather Cord Bracelet","<p>This red ribbon awareness charm bracelet features a pretty silver heart charm with a crystal red ribbon on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 5/8 inch by 5/8 inch. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Red, Generic, GiftOption_Yes, product-type_Bracelets, Red Ribbon - Retail, walmart, Wholesale Merchandise Shop: Brace",0.0226796185,RE-BC-100-6,,crystal-heart-red-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,"Red Ribbon",'8945091224435
628,629,"Round Believe Pink Ribbon Leather Cord Bracelet","<p>This pink ribbon bracelet features a round silver charm with the word ""Believe"" where the ""L"" is a pink ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 1/2 inch in diameter. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bra",0.045359237,RE-BC-117-1,,round-believe-pink-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,"Pink Ribbon",'849228069624
629,630,"Round Believe Purple Ribbon Leather Cord Bracelet","<p>This purple ribbon bracelet features a round silver charm with the word ""Believe"" where the ""L"" is a purple ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Purple, Generic, GiftOption_Yes, product-type_Bracelets, Purple Ribbon - Retail, walmart, Wholesale Merchandise Shop: ",0.045359237,RE-BC-117-4,,round-believe-purple-ribbon-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,999,12.99,Title,"Default Title",,,,,"Purple Ribbon",'8945091224831
630,631,"I Love To Cheer Leather Cord Bracelet","<p>This ""I Love To Cheer"" black leather cord bracelet features an adorable silver charm on a trendy black leather cord bracelet with a lobster clasp. Makes the perfect gift for your favorite cheerleader. The bracelet is 8 inches and the sterling silver plated charm is 1/2 inch tall by 3/4 inch wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, Cheerleading, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Sports - Retail, walmart, Wholesale Merchandise Shop: G",0.045359237,RE-BC-12-SPCH,,i-love-to-cheer-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,500,12.99,Title,"Default Title",,,,,Sports,'8945091224091
